Title-main	Title-na	Title-eu	Title-jp	Title-alt	regions	genre	subgenre
Seifuku Densetsu: Pretty Fighter			Seifuku Densetsu: Pretty Fighter			Action	Fighting
Seijuu Maden: Beasts & Blades					JP	RPG	
Seiken Densetsu 3					JP	RPG	Action RPG
Sengoku Denshou					JP	Action	Beat 'em up and hack and slash
Sengoku no Hasha					JP	Traditional games	Trivia & game show
Sensible Soccer					EU	Sports	Football
Sensible Soccer: International Edition				Championship Soccer '94 (NA)	NA|EU	Sports	Football
Sgt. Saunders' Combat!			Sgt. Saunders' Combat!			Platform	
Shadowrun				Shadowrun	JP|NA|EU	RPG	Action RPG
Shanghai 2: The Dragon's Eye				Super Shanghai: Dragon's Eye (JP)	NA|EU|JP	Traditional games	Tile games
Shanghai III					JP	Traditional games	Tile games
Shanghai: Banri no Choujou					JP	Traditional games	Tile games
Shaq Fu	Shaq Fu	Shaq Fu				Action	Fighting
Shien's Revenge	Shien's Revenge		Shien: The Blade Chaser			Action	
Shigetaka Kashiwagi's Top Water Bassing					JP	Sports	Fishing
Shijō Saikyō Rīgu Serie A: Ace Striker					JP	Sports	Football
Shijou Saikyou no Quiz Ou Ketteisen Super					JP	Traditional games	Trivia & game show
Shiki Eiyuuden					JP	RPG	
Shimono Masaki no Fishing to Bassing					JP	Sports	Fishing
Shin Ikkaku Senkin					JP	Sports	Horse Racing
Shin Majan					JP	Traditional games	Tile games
Shin Megami Tensei					JP	RPG	Console-style RPG
Shin Megami Tensei if...					JP	RPG	Console-style RPG
Shin Megami Tensei II					JP	RPG	Console-style RPG
Shin Momotarou Densetsu					JP	RPG	
Shin Naki no Ryū: Mahjong Hishō-den					JP	Traditional games	Tile games
Shin Nekketsu Kouha: Kunio-tachi no Banka					JP	Action	Beat 'em up and hack and slash
Shin Nippon Pro Wrestling '94: Battlefield in Tokyo Dome					JP	Sports	Wrestling
Shin Nippon Pro Wrestling '95: Tokyo Dome Battle 7					JP	Sports	Wrestling
Shin Nippon Pro Wrestling: Chou Senshi in Tokyo Dome					JP	Sports	Wrestling
Shin SD Sengokuden: Taishou Gun Retsuden					JP	RPG	
Shin Seikoku: La Wares					JP	RPG	
Shin Shougi Club					JP	Puzzle	Action puzzle
Shin Togenkyo					JP	Traditional games	Trivia & game show
The Shinri Game 2: Magical Trip					JP	Traditional games	
The Shinri Game 3					JP	Traditional games	
The Shinri Game: Akuma no Kokoroji					JP	Traditional games	
Shinseiki Odysselya					JP	RPG	
Shinseiki Odysselya II					JP	RPG	
Shinzui Taikyoku Igo: Go Sennin						Traditional games	Board games
Shiroi Ringu he					JP	Sports	Wrestling
Shodai Nekketsu Kouha Kunio-kun					JP	Action	Beat 'em up and hack and slash
Shodan Morita Shougi			Shodan Morita Shougi			Party	
Shodankurai Nintei: Shodan Pro Mahjong					JP	Traditional games	Tile games
Shōnen Ashibe			Shōnen Ashibe			Platform	
Shougi Club			Shougi Club			Party	
Shougi Saikyou			Shougi Saikyou			Party	
Shougi Saikyou 2: Jissen Taikyoku Hen			Shougi Saikyou 2: Jissen Taikyoku Hen			Party	
Shougi Sanmai			Shougi Sanmai			Party	
Shougi: Fuurinkazan			Shougi: Fuurinkazan			Party	
Shounen Ninja Sasuke					JP	Action	Beat 'em up and hack and slash
Shounin yo, Taishi wo Idake!!					JP	Adventure	Action-adventure
Shutokō Battle '94 Keichii Tsuchiya Drift King					JP	Racing	Sports Car Racing
Shutokou Battle 2: Drift King Keichii Tsuchiya & Masaaki Bandoh					JP	Racing	Sports Car Racing
Shuushoku Game					JP	Adventure	Action-adventure
Side Pocket					NA|EU|JP	Sports	Cue sports
Silva Saga II: The Legend of Light and Darkness					JP	RPG	Action RPG
SimAnt	SimAnt		SimAnt			Simulation	Biological simulation
SimCity					NA|EU|JP	Simulation	City building
SimCity 2000					NA|EU|JP	Simulation	City building
SimCity Jr.					JP	Simulation	City building
SimEarth: The Living Planet					NA|JP	Simulation	God game
Simulation Pro Yakyuu					JP	Sports	Baseball
Simulation Pro Yakyuu 2					JP	Sports	Baseball
Sink or Swim					NA|EU|JP	Adventure	Action-adventure
Sküljagger: Revolt of the Westicans	Sküljagger: Revolt of the Westicans					Platform	
Skyblazer				Karuraou (JP)	NA|EU|JP	Action	Beat 'em up and hack and slash
Slayers					JP	RPG	
Smart Ball	Smart Ball		Jerry Boy			Platform	
Smash Tennis				Super Family Tennis (JP)	EU|JP	Sports	Tennis
Smash TV	Super Smash TV	Super Smash TV	Super Smash TV			Shooter	Multidirectional shooter
The Smurfs		The Smurfs				Platform	
The Smurfs: Travel The World		The Smurfs: Travel The World				Platform	
Snoopy Concert			Snoopy Concert			Action	
Snow White: Happily Ever After	Snow White: Happily Ever After					Platform	
Soccer Kid	The Adventures of Kid Kleets	Soccer Kid	Soccer Kid			Platform	
Solid Runner					JP	RPG	Console-style RPG
Song Master					JP	RPG	
Sonic Blast Man					NA|EU|JP	Action	Beat 'em up and hack and slash
Sonic Blast Man II					NA|JP	Action	Beat 'em up and hack and slash
Soreyuke Ebisumaru Karakuri Meiro: Kieta Goemon no Nazo!!					JP	Puzzle	Action puzzle
SOS				Septentrion (JP)	NA|JP	Adventure	Action-adventure
Sotsugyou Bangai Hen: Nee Mahjong Shiyo!					JP	Traditional games	Tile games
Sougou Kakutougi Rings: Astral Bout 3					JP	Sports	Wrestling
Sougou Kakutougi: Astral Bout					JP	Sports	Wrestling
Sougou Kakutougi: Astral Bout 2: The Total Fighters					JP	Sports	Wrestling
Soukou Kihei Votoms: The Battling Road			Soukou Kihei Votoms: The Battling Road			Action	
Soul & Sword					JP	Adventure	Action-adventure
Soul Blazer				Soul Blader (JP)	JP|NA|EU	RPG	Action RPG
Sound Novel Tsukūru					JP	Adventure	Visual novel
Space Ace					NA|EU|JP	Adventure	Interactive movie
Space Football: One on One				Super Linearball (JP)	NA|JP	Sports	Futuristic Sports
Space Invaders	Space Invaders	Space Invaders	Space Invaders: The Original Game			Shooter	Fixed shooter
Spanky's Quest	Spanky's Quest	Spanky's Quest	Hansei Zaru: Jirou-kun no Daibouken			Platform	
Spark World			Spark World			Action	
Sparkster	Sparkster	Sparkster	Sparkster			Shooter	Scrolling shooter
Spawn					NA|EU|JP	Action	Beat 'em up and hack and slash
Spectre					NA|EU	Racing	Vehicular combat
Speed Racer in My Most Dangerous Adventures					NA	Racing	Sports Car Racing
Speedy Gonzales: Los Gatos Bandidos	Speedy Gonzales: Los Gatos Bandidos					Platform	
Spider-Man and Venom: Maximum Carnage					NA|EU	Action	Beat 'em up and hack and slash
Spider-Man and Venom: Separation Anxiety					NA|EU	Action	Beat 'em up and hack and slash
Spider-Man: The Animated Series	Spider-Man: The Animated Series	Spider-Man: The Animated Series				Platform	
Spider-Man/X-Men: Arcade's Revenge	Spider-Man/X-Men: Arcade's Revenge	Spider-Man/X-Men: Arcade's Revenge				Platform	
Spindizzy Worlds	Spindizzy Worlds	Spindizzy Worlds	Spindizzy Worlds			Action	
Spirou		Spirou				Platform	
The Sporting News: Power Baseball					NA	Sports	Baseball
Sports Illustrated: Championship Football & Baseball				All American Championship Football (EU)	NA|EU	Sports	Other
Spriggan Powered			Spriggan Powered			Shooter	Fixed shooter
Sprinter Monogatari: Mezase!! Ikkaku Senkin					JP	Sports	Bicycle racing
St. Andrews: Eikou to Rekishi no Old Course					JP	Sports	Golf
Star Fox	Star Fox	Starwing	Star Fox			Shooter	Tube and rail shooter
Star Fox				StarWing (EU)	NA|EU|JP	Racing	Space
Star Ocean					JP	RPG	Console-style RPG
Star Trek: Deep Space Nine: The Crossroads of Time					NA|EU	Adventure	Action-adventure
Star Trek: Star Fleet Academy					NA|EU	Racing	Space
Star Trek: The Next Generation: Future's Past				Shin Star Trek: The Next Generation (JP)	NA|EU|JP	Adventure	Action-adventure
Stardust Suplex					JP	Sports	Wrestling
Stargate	Stargate	Stargate	Stargate			Platform	
Stealth					JP	Strategy	Turn-based strategy
Steel Talons					NA	Flight	
Sterling Sharpe: End 2 End					NA	Sports	American Football
Stone Protectors					NA|JP	Action	Beat 'em up and hack and slash
Street Fighter Alpha 2	Street Fighter Alpha 2	Street Fighter Alpha 2	Street Fighter Zero 2			Action	Fighting
Street Fighter II Turbo: Hyper Fighting	Street Fighter II Turbo: Hyper Fighting	Street Fighter II Turbo: Hyper Fighting	Street Fighter II Turbo: Hyper Fighting			Action	Fighting
Street Fighter II: The World Warrior	Street Fighter II: The World Warrior	Street Fighter II: The World Warrior	Street Fighter II: The World Warrior			Action	Fighting
Street Hockey '95					NA	Sports	Hockey
Street Racer					NA|EU|JP	Racing	Kart racing
Strike Gunner S.T.G.	Strike Gunner S.T.G.	Strike Gunner S.T.G.	Strike Gunner			Shooter	Scrolling shooter
Striker				World Soccer 94: Road to Glory (NA)|World Soccer (JP)|Eric Cantona Football Challenge (FR)	NA|EU|JP|FR	Sports	Football
Stunt Race FX				Wild Trax (JP)	NA|EU|JP	Racing	Rally / Off-Road Racing
Sugoi Hebereke			Sugoi Hebereke			Platform	
Sugoro Quest ++ Dicenics					JP	RPG	Action RPG
Sugoroku Ginga Senki					JP	Adventure	Action-adventure
Sun Sport Fishing: Keiryuu-Ou					JP	Sports	Fishing
Sunset Riders	Sunset Riders	Sunset Riders				Shooter	Run and gun
Supapoon					JP	Puzzle	Action puzzle
Supapoon DX					JP	Puzzle	Action puzzle
Super 3D Noah's Ark	Super 3D Noah's Ark					Shooter	First-person shooter
Super Adventure Island	Super Adventure Island	Super Adventure Island	Takahashi Meijin no Daibōken Jima			Platform	
Super Adventure Island II				Takahashi Meijin no Daibōken Jima Tsū (JP)	NA|EU|JP	Adventure	Action-adventure
Super Air Diver				Lock On (NA)	NA|EU|JP	Flight	
Super Air Diver 2			Super Air Diver 2			Shooter	Scrolling shooter
Super Aleste	Space Megaforce	Super Aleste	Super Aleste			Shooter	Scrolling shooter
The Super Aquatic Games Starring the Aquabats				James Pond's Crazy Sports (EU)	NA|EU	Sports	Olympic games
Super Back to the Future Part II			Super Back to the Future Part II			Action	
Super Baken Ou '95					JP	Sports	Horse Racing
Super Baseball 2020					NA	Sports	Baseball
Super Baseball Simulator 1.000				Super Ultra Baseball (JP)	NA|JP	Sports	Baseball
Super Bases Loaded				Super Professional Baseball (JP)	NA|JP	Sports	Baseball
Super Bases Loaded 2				Super 3D Baseball (JP)|Hanguk Pro Yagu (KR)	NA|JP|KR	Sports	Baseball
Super Bases Loaded 3: License to Steal				Super Moero!! Pro Yakyuu (JP)	NA|JP	Sports	Baseball
Super Batter Up				Super Famista (JP)	NA|JP	Sports	Baseball
Super Battleship					NA|EU	Strategy	Turn-based strategy
Super Battletank				Super Battletank: War in the Gulf (NA)	NA|EU|JP	Racing	Vehicular combat
Super Battletank 2					NA|EU|JP	Racing	Vehicular combat
Super Bikkuriman			Super Bikkuriman			Action	Fighting
Super Birdie Rush					JP	Sports	Golf
Super Black Bass					NA|JP	Sports	Fishing
Super Black Bass 3					JP	Sports	Fishing
Super Bomberman	Super Bomberman	Super Bomberman	Super Bomberman			Action	
Super Bomberman 2	Super Bomberman 2	Super Bomberman 2	Super Bomberman 2			Action	
Super Bomberman 3		Super Bomberman 3	Super Bomberman 3			Action	
Super Bomberman 4			Super Bomberman 4			Action	
Super Bomberman 5			Super Bomberman 5			Action	
Super Bomberman: Panic Bomber W					JP	Puzzle	Action puzzle
Super Bombliss					JP	Puzzle	Action puzzle
Super Bonk	Super Bonk	Super B.C. Kid	Chō Genjin			Platform	
Super Bonk 2			Chō Genjin 2			Platform	
Super Bowling					NA|JP	Sports	Bowling
Super Buster Bros.	Super Buster Bros.	Super Pang	Super Pang			Shooter	Fixed shooter
Super Caesars Palace				Super Casino: Caesars Palace (JP)	NA|JP	Traditional games	Gambling
Super Casino 2					JP	Traditional games	Gambling
Super Castles					JP	Strategy	Turn-based strategy
Super Castlevania IV	Super Castlevania IV	Super Castlevania IV	Akumajō Dracula			Platform	
Super Chase H.Q.				Super H.Q. Criminal Chaser (JP)	NA|EU|JP	Racing	Vehicular combat
Super Chinese Fighter			Super Chinese Fighter			Action	Fighting
Super Chinese World 2: Uchuu Ichibuto Daikai					JP	RPG	Action RPG
Super Chinese World 3					JP	RPG	Action RPG
Super Conflict					NA|EU	Strategy	Turn-based strategy
Super Dany				Super Dany (FR)		Platform	
Super Double Dragon				Return of Double Dragon (JP)	NA|EU|JP	Action	Beat 'em up and hack and slash
Super Double Yakuman					JP	Traditional games	Tile games
Super Double Yakuman II					JP	Traditional games	Tile games
Super Drift Out					JP	Racing	Rally / Off-Road Racing
Super Dropzone		Super Dropzone				Shooter	Scrolling shooter
Super Dunk Star					JP	Sports	Basketball
Super E.D.F.: Earth Defense Force	Super E.D.F.: Earth Defense Force	Super E.D.F.: Earth Defense Force	Super Earth Defense Force			Shooter	Scrolling shooter
Super F1 Circus					JP	Racing	Formula One
Super F1 Circus 2					JP	Racing	Formula One
Super F1 Circus 3					JP	Racing	Formula One
Super F1 Circus Gaiden					JP	Racing	Formula One
Super F1 Circus Limited					JP	Racing	Formula One
Super Famicom Wars					JP	Strategy	Turn-based strategy
Super Family Circuit					JP	Racing	Formula One
Super Family Gerende					JP	Sports	Ski and Snowboard
Super Famista 2					JP	Sports	Baseball
Super Famista 3					JP	Sports	Baseball
Super Famista 4					JP	Sports	Baseball
Super Famista 5					JP	Sports	Baseball
Super Final Match Tennis					JP	Sports	Tennis
Super Fire Pro Wrestling					JP	Sports	Wrestling
Super Fire Pro Wrestling 2					JP	Sports	Wrestling
Super Fire Pro Wrestling 3 Final Bout					JP	Sports	Wrestling
Super Fire Pro Wrestling Special					JP	Sports	Wrestling
Super Fire Pro Wrestling X					JP	Sports	Wrestling
Super Fire Pro Wrestling X Premium					JP	Sports	Wrestling
Super Fire Pro Wrestling: Queen's Special					JP	Sports	Wrestling
Super Fishing: Big Fight					JP	Sports	Fishing
Super Formation Soccer 94					JP	Sports	Football
Super Formation Soccer 95: della Serie A					JP	Sports	Football
Super Formation Soccer 96: World Club Edition					JP	Sports	Football
Super Formation Soccer II					JP	Sports	Football
Super Ghouls 'n Ghosts	Super Ghouls 'n Ghosts	Super Ghouls 'n Ghosts	Chō Makaimura			Platform	
Super Goal! 2				Takeda Nobuhiro no Super Cup Soccer (JP)	NA|JP	Sports	Football
Super Godzilla	Super Godzilla		Super Godzilla			Action	Fighting
Super Gomoku Narabe Renju						Traditional games	Board games
Super Gomoku Shougi						Traditional games	Board games
Super Gussun Oyoyo					JP	Puzzle	Action puzzle
Super Gussun Oyoyo 2					JP	Puzzle	Action puzzle
Super Hanafuda					JP	Traditional games	Card games
Super Hanafuda 2					JP	Traditional games	Card games
Super High Impact					NA|JP	Sports	American Football
Super Hockey '94				Super Ice Hockey (EU)	EU|JP	Sports	Hockey
Super Honmei: G1 Seiha					JP	Sports	Horse Racing
Super Igo Go Ou						Traditional games	Board games
Super Indy Champ					JP	Racing	Formula One
Super International Cricket					EU	Sports	Cricket
Super Jangou					JP	Traditional games	Tile games
Super Jinsei Game			Super Jinsei Game			Simulation	Life simulation
Super Jinsei Game 2			Super Jinsei Game 2			Simulation	Life simulation
Super Jinsei Game 3			Super Jinsei Game 3			Simulation	Life simulation
Super Keiba					JP	Sports	Horse Racing
Super Keiba 2					JP	Sports	Horse Racing
Super Keirin					JP	Sports	Bicycle racing
Super Kokou Yakyuu: Ichikyuu Jikkon					JP	Sports	Baseball
Super Kyotei					JP	Racing	Kyōtei
Super Kyotei 2					JP	Racing	Kyōtei
Super Kyousouba: Kaze no Sylphid					JP	Sports	Horse Racing
Super Kyuukyoku Harikiri Stadium					JP	Sports	Baseball
Super Kyuukyoku Harikiri Stadium 2					JP	Sports	Baseball
Super Loopz					JP	Puzzle	Action puzzle
Super Mad Champ					JP	Racing	Motorcycle Racing
Super Mahjong					JP	Traditional games	Tile games
Super Mahjong 2: Honkaku 4 Nin Uchi!					JP	Traditional games	Tile games
Super Mahjong 3: Karakuchi					JP	Traditional games	Tile games
Super Mahjong Taikai					JP	Traditional games	Tile games
Super Mario All-Stars				Super Mario Collection (JP)	NA|PAL|JP	Platform	Hop and bop
Super Mario Kart					NA|EU|JP	Racing	Kart racing
Super Mario RPG: Legend of the Seven Stars			Super Mario RPG		JP|NA	RPG	Console-style RPG
Super Mario World				Super Mario World: Super Mario Bros. 4 (JP)	NA|PAL|JP	Platform	Hop and bop
Super Mario World 2: Yoshi's Island				Super Mario: Yoshi Island (JP)	NA|PAL|JP	Platform	Hop and bop
Super Metroid	Super Metroid	Super Metroid	Super Metroid			Platform	
Super Momotarou Dentetsu DX					JP	Adventure	Action-adventure
Super Momotarou Dentetsu II					JP	Adventure	Action-adventure
Super Momotarou Dentetsu III					JP	Adventure	Action-adventure
Super Morph					EU	Puzzle	Action puzzle
Super Naxat Open: Golf de Shoubu da! Dorabocchan					JP	Sports	Golf
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjouki			Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjouki		JP	Puzzle	Matching
Super Nazo Puyo: Ruruu no Ruu			Super Nazo Puyo: Ruruu no Ruu		JP	Puzzle	Matching
Super Nichibutsu Mahjong					JP	Traditional games	Tile games
Super Nichibutsu Mahjong 2: Zenkoku Seiha Hen					JP	Traditional games	Tile games
Super Nichibutsu Mahjong 3: Yoshimoto Gekijou Hen					JP	Traditional games	Tile games
Super Nichibutsu Mahjong 4: Kiso Kenkyuu Hen					JP	Traditional games	Tile games
Super Ninja Boy				Super Chinese World (JP)	JP|NA	RPG	Action RPG
Super Ninja-kun			Super Ninja-kun			Action	
Super Nova	Super Nova		Darius Force			Shooter	Scrolling shooter
Super Off Road					NA|EU|JP	Racing	Rally / Off-Road Racing
Super Off Road: The Baja				Super 4WD: The Baja (JP)	NA|JP	Racing	Rally / Off-Road Racing
Super Okuman Chouja Game						Traditional games	Board games
Super Ōzumō: Netsusen Daiichiban					JP	Sports	Sumo
Super Pachi-Slot Mahjong					JP	Traditional games	Gambling
Super Pachinko					JP	Traditional games	Gambling
Super Pachinko Taisen					JP	Traditional games	Gambling
Super Pinball II: Amazing Odyssey					JP	Action	Pinball
Super Pinball: Behind the Mask					NA|EU|JP	Action	Pinball
Super Play Action Football					NA	Sports	American Football
Super Power League					JP	Sports	Baseball
Super Power League 2					JP	Sports	Baseball
Super Power League 3					JP	Sports	Baseball
Super Power League 4					JP	Sports	Baseball
Super Professional Baseball II					JP	Sports	Baseball
Super Punch Out!!					NA|EU|JP	Sports	Boxing
Super Puyo Puyo 2			Super Puyo Puyo 2		JP	Puzzle	Matching
Super Puyo Puyo 2 Remix			Super Puyo Puyo 2 Remix		JP	Puzzle	Matching
Super R-Type	Super R-Type	Super R-Type	Super R-Type			Shooter	Scrolling shooter
Super R.B.I. Baseball					NA	Sports	Baseball
Super Real Mahjong PIV					JP	Traditional games	Tile games
Super Real Mahjong PV: Paradise: All-Star 4 Nin Uchi					JP	Traditional games	Tile games
Super Robot Taisen EX					JP	Strategy	
Super Robot Taisen Gaiden: Masou Kishin: The Lord of Elemental					JP	Strategy	Turn-based strategy
Super Rugby					JP	Sports	Rugby
Super Sangokushi					JP	Strategy	Turn-based strategy
Super Scope 6	Super Scope 6	Nintendo Scope 6	Super NES Super Scope 6			Shooter	Light gun shooter
Super Shougi			Super Shougi			Party	
Super Shougi 2			Super Shougi 2			Party	
Super Shougi 3: Kitaihei			Super Shougi 3: Kitaihei			Party	
Super Slam Dunk				Magic Johnson no Super Slam Dunk (JP)	NA|JP	Sports	Basketball
Super Slap Shot					NA|JP	Sports	Hockey
Super Soccer				Super Formation Soccer (JP)	NA|EU|JP	Sports	Football
Super Solitaire				Trump Island (JP)	NA|EU|JP	Traditional games	Card games
Super Soukoban					JP	Puzzle	Action puzzle
Super Star Wars	Super Star Wars	Super Star Wars	Super Star Wars			Platform	
Super Star Wars: Return of the Jedi	Super Star Wars: Return of the Jedi	Super Star Wars: Return of the Jedi	Super Star Wars: Return of the Jedi			Platform	
Super Star Wars: The Empire Strikes Back	Super Star Wars: The Empire Strikes Back	Super Star Wars: The Empire Strikes Back	Super Star Wars: The Empire Strikes Back			Platform	
Super Street Fighter II: The New Challengers	Super Street Fighter II: The New Challengers	Super Street Fighter II: The New Challengers	Super Street Fighter II: The New Challengers			Action	Fighting
Super Strike Eagle					NA|EU|JP	Flight	
Super Tekkyuu Fight!			Super Tekkyuu Fight!			Action	
Super Tennis				Super Tennis World Circuit (JP)	NA|EU|JP	Sports	Tennis
Super Tetris 2 + Bombliss					JP	Puzzle	Action puzzle
Super Tetris 2 + Bombliss: Gentei Han	Super Tetris 2 + Bombliss: Gentei Han				JP	Puzzle	Block stacking
Super Tetris 3	Super Tetris 3				JP	Puzzle	Block stacking
Super Troll Islands	Super Troll Islands	Super Troll Islands	Super Troll Islands			Action	
Super Trump Collection					JP	Traditional games	Gambling
Super Trump Collection 2					JP	Traditional games	Gambling
Super Tsume Shougi 1000			Super Tsume Shougi 1000			Party	
Super Turrican	Super Turrican	Super Turrican	Super Turrican			Platform	Run and gun platformers
Super Turrican 2	Super Turrican 2	Super Turrican 2				Platform	Run and gun platformers
Super Ultra Baseball 2					JP	Sports	Baseball
Super Uno					JP	Traditional games	Card games
Super V.G.			Super V.G.			Action	Fighting
Super Wagyan Land			Super Wagyan Land			Action	
Super Wagyan Land 2			Super Wagyan Land 2			Action	
Super Widget	Super Widget	Super Widget				Action	
Super Wrestle Angels					JP	Sports	Wrestling
Super Yakyuu Michi					JP	Sports	Baseball
Super Zugan 2: Tsukanpo Fighter					JP	Traditional games	Tile games
Super Zugan: Hakotenjou Kara no Shoutaijou					JP	Traditional games	Tile games
Sutobasu Yarō Shō: 3 on 3 Basketball					JP	Sports	Basketball
Sutte Hakkun					JP	Puzzle	Action puzzle
Suzuka 8 Hours					NA|JP	Racing	Motorcycle Racing
SWAT Kats: The Radical Squadron	SWAT Kats: The Radical Squadron					Platform	
Sword World SFC					JP	Adventure	Action-adventure
Sword World SFC 2					JP	Adventure	Action-adventure
Syndicate					NA|EU|JP	Strategy	Real-time strategy
Syvalion		Syvalion	Syvalion			Shooter	Scrolling shooter
Table Game Daishuugou! Shougi Mahjong Hanafuda						Traditional games	Board games
Tactical Soccer					JP	Sports	Football
Tactics Ogre: Let Us Cling Together					JP	RPG	Tactical role-playing
Tadaima Yuusha Boshuuchuu Okawari					JP	Adventure	Action-adventure
Taekwon-Do			Taekwon-Do			Action	Fighting
Taikou Rishinden					JP	RPG	
Taikyoku Igo: Goliath						Traditional games	Board games
Taikyoku Igo: Idaten						Traditional games	Board games
Take Yutaka G1 Memory					JP	Sports	Horse Racing
Takeda Nobuhiro no Super League Soccer					JP	Sports	Football
Takemiya Masaki Kudan no Igo Taishou						Traditional games	Board games
Tales of Phantasia					JP	RPG	Console-style RPG
Tamagotchi Town					JP	Adventure	Action-adventure
Tarot Mystery					JP	Traditional games	Fortune-telling
Taz-Mania	Taz-Mania	Taz-Mania				Action	
Tecmo Super Baseball					NA|JP	Sports	Baseball
Tecmo Super Bowl					NA|JP	Sports	American Football
Tecmo Super Bowl 3			Tecmo Super Bowl III: Final Edition		NA|JP	Sports	American Football
Tecmo Super Bowl II: Special Edition					NA|JP	Sports	American Football
Tecmo Super NBA Basketball					NA|EU|JP|AU	Sports	Basketball
Teenage Mutant Ninja Turtles IV: Turtles in Time				Teenage Mutant Hero Turtles IV: Turtles in Time (EU)	NA|EU|JP|AU	Action	Beat 'em up and hack and slash
Teenage Mutant Ninja Turtles: Tournament Fighters	Teenage Mutant Ninja Turtles: Tournament Fighters	Teenage Mutant Hero Turtles: Tournament Fighters	Teenage Mutant Ninja Turtles: Mutant Warriors	Teenage Mutant Ninja Turtles: Tournament Fighters (AU)		Action	Fighting
Tekichuu Keiba Juku					JP	Sports	Horse Racing
Tenchi Muyou! Game Hen					JP	RPG	Action RPG
Tenchi wo Kurau: Sangokushi Gunyuuden					JP	Strategy	4X
Tengai Makyō Zero					JP	RPG	Console-style RPG
Tenshi no Uta: Shiroki Tsubasa no Inori					JP	RPG	
Terminator 2: Judgment Day					NA|EU	Action	Beat 'em up and hack and slash
Terminator 2: Judgment Day	T2: The Arcade Game	T2: The Arcade Game	T2: The Arcade Game			Shooter	Light gun shooter
The Terminator	The Terminator	The Terminator				Platform	
Terranigma				Tenchi Sōzō (JP)	JP|EU	RPG	Action RPG
Tetris & Dr. Mario	Tetris & Dr. Mario	Tetris & Dr. Mario	Tetris & Dr. Mario		JP NA EU	Puzzle	Block stacking
Tetris 2	Tetris 2	Tetris 3	Tetris Flash		JP NA EU	Puzzle	Block stacking
Tetris Attack	Tetris Attack	Tetris Attack	Panel de Pon		JP NA EU	Puzzle	Block stacking
Tetris Battle Gaiden			Tetris Battle Gaiden		JP	Puzzle	Block stacking
Tetsuwan Atom			Tetsuwan Atom			Platform	
The Irem Skins Game				The Irem Major Title (EU, JP)	NA|EU|JP	Sports	Golf
The Jetsons: Invasion of the Planet Pirates	Jetsons: The Invasion of the Planet Pirates		Youkai Buster: Ruka no Daibouken			Platform	
The Lord of the Rings, (J.R.R. Tolkien's) Vol. I					NA|EU	RPG	Action RPG
Theme Park					EU|JP	Simulation	Business simulation
Thomas the Tank Engine & Friends	Thomas the Tank Engine & Friends	Thomas the Tank Engine & Friends				Action	
Thoroughbred Breeder					JP	Sports	Horse Racing
Thoroughbred Breeder II					JP	Sports	Horse Racing
Thoroughbred Breeder III					JP	Sports	Horse Racing
Thunder Spirits	Thunder Spirits		Thunder Spirits			Shooter	Scrolling shooter
Thunderbirds: Kokusai Kyuujotai Juudou Seyo!			Thunderbirds: Kokusai Kyuujotai Juudou Seyo!			Action	
The Tick					NA	Action	Beat 'em up and hack and slash
Time Slip	Time Slip	Time Slip				Platform	
Time Trax	Time Trax	Time Trax				Action	
Timecop					NA|EU|JP	Action	Beat 'em up and hack and slash
Timon & Pumbaa's Jungle Games					NA EU	Puzzle	Action puzzle
Tin Star	Tin Star					Shooter	Light gun shooter
Tintin in Tibet		Tintin in Tibet				Platform	
Tiny Toon Adventures: Buster Busts Loose	Tiny Toon Adventures: Buster Busts Loose	Tiny Toon Adventures: Buster Busts Loose	Tiny Toon Adventures			Platform	
Tiny Toon Adventures: Wacky Sports Challenge				Tiny Toon Adventures: Wild & Wacky Sports (EU)|Tiny Toon Adventures: Dotabata Daiundoukai (JP)	NA|EU|JP	Sports	Other
TKO Super Championship Boxing				Kentou-Ou World Champion (JP)	NA|EU|JP	Sports	Boxing
TNN Bass Tournament of Champions				Larry Nixon's Super Bass Fishing (JP)	NA|JP	Sports	Fishing
Tōge Densetsu: Saisoku Battle					JP	Racing	Motorcycle Racing
Tokimeki Memorial: Densetsu no Ki no Shita de					JP	Adventure	Visual novel
Tokoro's Mahjong					JP	Traditional games	Tile games
Tom and Jerry	Tom and Jerry	Tom and Jerry	Tom and Jerry			Platform	
Tommy Moe's Winter Extreme: Skiing & Snowboarding				Val d'Isere Championship (EU)|Ski Paradise with Snowboard (JP)	NA|EU|JP	Sports	Ski and Snowboard
Tony Meola's Sidekick Soccer				World Soccer (EU)|Ramos' World Wide Soccer (JP)|Super Copa (BR)	NA|EU|JP|BR	Sports	Football
Top Gear				Top Racer (JP)	NA|EU|JP	Racing	Sports Car Racing
Top Gear 2				Top Racer 2 (JP)	NA|EU|JP	Racing	Sports Car Racing
Top Gear 3000				The Planet's Champ TG3000 (JP)	NA|EU|JP	Racing	Futuristic Racing
Top Management II					JP	Simulation	Business simulation
Toride					JP	Puzzle	Action puzzle
Torneko no Daibōken: Fushigi no Dungeon					JP	RPG	Roguelike
Total Carnage	Total Carnage	Total Carnage				Shooter	Multidirectional shooter
Tottemo! Lucky Man					JP	RPG	
Tower Dream						Traditional games	Board games
